,carat,cut,color,clarity,depth,table,x,y,z,cut_group,color_group,clarity_group,price_predicted
3724,1.01,Ideal,J,VS2,62.2,54.0,6.41,6.47,4.01,1,2,3,5707.014371738009
3725,0.47,Good,H,VS1,65.1,59.0,4.81,4.87,3.15,2,2,3,895.774819136408
3726,0.38,Ideal,I,VS1,62.3,55.0,4.63,4.66,2.89,1,2,3,836.6635022919345
3727,0.3,Premium,G,VS1,61.8,59.0,4.34,4.37,2.69,1,2,3,162.4493010006954
3728,1.04,Ideal,H,SI1,61.6,55.0,6.51,6.54,4.02,1,2,4,4682.498656367916
3729,0.92,Premium,E,SI2,61.7,59.0,6.27,6.18,3.84,1,1,4,4102.7237698189565
3730,0.31,Good,G,VS2,63.4,59.0,4.29,4.32,2.73,2,2,3,110.93884192750193
3731,0.3,Premium,I,VS1,60.8,59.0,4.32,4.3,2.62,1,2,3,305.20561041404835
3732,1.0,Premium,D,SI1,61.3,61.0,6.52,6.39,3.96,1,1,4,4559.079748150962
3733,0.9,Good,G,VVS1,64.0,55.0,6.05,6.02,3.86,2,2,2,5151.309479085419
3734,1.51,Good,G,VS1,64.0,57.0,7.31,7.2,4.64,2,2,3,9664.837342702473
3735,1.6,Good,E,SI1,63.6,58.0,7.38,7.44,4.71,2,1,4,10687.194399348362
3736,1.2,Premium,I,VS2,62.2,61.0,6.74,6.73,4.19,1,2,3,7104.811532616055
3737,0.36,Premium,D,VS2,61.0,58.0,4.62,4.59,2.81,1,1,3,692.4206271335825
3738,2.12,Ideal,D,SI2,62.9,55.0,8.17,8.14,5.13,1,1,4,17028.19243729146
3739,0.7,Fair,F,SI2,64.8,57.0,5.65,5.59,3.64,3,1,4,1803.710481409068
3740,1.05,Premium,F,VS2,62.3,59.0,6.5,6.46,4.04,1,1,3,7296.939281042058
3741,1.13,Very Good,E,SI2,60.3,58.0,6.78,6.86,4.11,2,1,4,5919.134673452181
3742,0.32,Ideal,G,VS2,61.4,55.0,4.46,4.4,2.72,1,2,3,461.489219539586
3743,1.23,Ideal,J,VS2,61.7,57.0,6.87,6.8,4.22,1,2,3,7539.539880412742
3744,0.33,Ideal,G,SI2,62.9,55.0,4.46,4.41,2.79,1,2,4,239.80986068816856
3745,1.05,Very Good,G,SI2,63.2,54.0,6.52,6.49,4.11,2,2,4,4220.856925983633
3746,0.32,Premium,G,VS2,60.1,61.0,4.44,4.41,2.66,1,2,3,286.1478353116254
3747,0.3,Ideal,G,IF,62.3,54.0,4.32,4.35,2.7,1,2,1,672.6793738126307
3748,0.57,Ideal,F,SI2,61.0,56.0,5.37,5.32,3.26,1,1,4,1704.3811282774732
3749,1.01,Very Good,E,SI1,63.2,59.0,6.28,6.25,3.96,2,1,4,4941.726139999204
3750,0.5,Ideal,E,VS2,61.4,55.0,5.12,5.14,3.15,1,1,3,1524.4241279031448
3751,1.62,Premium,F,VS1,61.3,57.0,7.6,7.55,4.64,1,1,3,16045.155003259013
3752,1.0,Ideal,G,VS1,62.9,57.0,6.36,6.32,3.99,1,2,3,5373.047803097255
3753,0.51,Ideal,G,VVS2,62.6,57.0,5.1,5.12,3.2,1,2,2,1615.8478175058208
3754,1.01,Ideal,G,VS2,61.6,56.0,6.46,6.43,3.97,1,2,3,5534.239808312288
3755,0.25,Very Good,D,VS1,62.1,60.0,4.03,4.05,2.51,2,1,3,487.5228255577895
3756,0.53,Ideal,G,SI2,62.4,56.0,5.18,5.14,3.22,1,2,4,1116.2744643440492
3757,2.02,Good,F,SI2,61.9,61.0,8.06,8.02,4.98,2,1,4,15121.590726912262
3758,0.33,Ideal,E,VS1,61.5,56.0,4.45,4.5,2.75,1,1,3,809.284144166606
3759,0.6,Good,G,SI1,65.3,56.0,5.21,5.26,3.42,2,2,4,1436.959826151946
3760,0.4,Premium,F,SI1,62.6,59.0,4.74,4.68,2.95,1,1,4,629.9152155248812
3761,0.86,Very Good,H,SI1,59.7,59.0,6.14,6.23,3.69,2,2,4,3432.122472813877
3762,0.56,Ideal,H,VVS1,62.3,55.0,5.26,5.3,3.29,1,2,2,2186.06735481159
3763,0.52,Ideal,F,SI2,60.9,57.0,5.22,5.2,3.17,1,1,4,1271.9480313691456
3764,0.3,Good,I,SI1,63.3,59.0,4.22,4.25,2.68,2,2,4,322.4264132166936
3765,0.91,Premium,D,VS2,62.7,59.0,6.16,6.13,3.85,1,1,3,5565.161503483603
3766,1.02,Premium,G,VS2,62.1,59.0,6.47,6.41,4.0,1,2,3,5388.078893543448
3767,1.2,Fair,F,SI2,63.4,60.0,6.56,6.65,4.19,3,1,4,6292.832226320682
3768,0.39,Ideal,G,VVS2,62.1,56.0,4.67,4.7,2.91,1,2,2,1035.2877413078622
3769,1.0,Very Good,G,VS2,63.0,59.0,6.36,6.4,4.02,2,2,3,4927.692770969439
3770,0.32,Ideal,G,VVS1,61.8,56.0,4.39,4.41,2.72,1,2,2,739.0093325182297
3771,0.53,Premium,D,SI2,59.3,61.0,5.29,5.26,3.13,1,1,4,1165.715221794162
3772,1.5,Premium,H,VS2,62.4,59.0,7.29,7.32,4.56,1,2,3,10085.337013908613
3773,0.38,Premium,F,SI1,62.0,58.0,4.6,4.63,2.86,1,1,4,729.2225225673537
3774,0.56,Ideal,E,SI1,61.7,56.0,5.33,5.3,3.28,1,1,4,1530.538434445196
3775,1.13,Ideal,H,SI1,62.3,56.0,6.69,6.66,4.16,1,2,4,5258.94154027679
3776,1.21,Premium,H,VS2,60.5,60.0,6.95,6.9,4.19,1,2,3,7086.655072068708
3777,1.09,Premium,H,SI2,62.0,57.0,6.61,6.55,4.08,1,2,4,4914.469355214933
3778,0.44,Very Good,D,VS2,62.8,58.0,4.79,4.86,3.03,2,1,3,961.4931873708192
3779,0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,2,1,4,423.8389190100679
3780,0.29,Premium,F,SI1,62.4,58.0,4.24,4.26,2.65,1,1,4,436.64524289226756
3781,0.31,Premium,F,VS2,58.3,61.0,4.48,4.44,2.6,1,1,3,571.1922820676737
3782,1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,1,2,4,5223.374645933243
3783,1.04,Ideal,G,VS2,61.4,57.0,6.53,6.5,4.0,1,2,3,5753.981414434038
3784,0.36,Ideal,F,VS2,60.9,57.0,4.61,4.58,2.8,1,1,3,827.0944696590632
3785,1.07,Premium,D,SI1,60.2,55.0,6.68,6.64,4.01,1,1,4,5536.475916820873
3786,1.02,Very Good,J,SI2,63.1,58.0,6.38,6.34,4.01,2,2,4,3984.7233204702134
3787,0.41,Ideal,H,VVS1,61.4,56.0,4.77,4.8,2.94,1,2,2,1168.2340040192485
3788,0.76,Very Good,H,SI1,61.4,57.0,5.89,5.94,3.63,2,2,4,2450.982776680583
3789,0.72,Ideal,E,SI1,62.0,57.0,5.7,5.75,3.55,1,1,4,2572.9386913527633
3790,1.33,Premium,H,VS2,60.7,59.0,7.08,7.13,4.31,1,2,3,8479.365555324324
3791,0.37,Ideal,F,VS2,61.7,55.0,4.61,4.73,2.88,1,1,3,871.3507295429481
3792,0.4,Good,F,I1,63.3,60.4,4.64,4.68,2.95,2,1,5,692.692179245023
3793,0.7,Premium,J,VS1,62.0,58.0,5.68,5.74,3.54,1,2,3,2836.5514914310806
3794,2.02,Premium,E,SI2,60.4,57.0,8.21,8.18,4.95,1,1,4,15469.2901519656
3795,0.31,Ideal,G,IF,61.2,55.0,4.4,4.42,2.7,1,2,1,713.8412064677268
3796,1.02,Premium,H,SI1,60.5,60.0,6.58,6.51,3.96,1,2,4,4108.298711103424
3797,0.31,Ideal,D,SI1,61.5,56.0,4.35,4.33,2.67,1,1,4,769.2577530378585
3798,2.04,Premium,H,SI1,62.2,60.0,8.07,8.0,5.0,1,2,4,13426.934895691917
3799,1.97,Very Good,H,VS2,62.9,59.0,7.9,8.01,5.0,2,2,3,14625.565090024476
3800,0.54,Ideal,F,VS2,61.4,57.0,5.2,5.25,3.21,1,1,3,1917.5718825414078
3801,1.13,Premium,H,SI2,61.1,59.0,6.73,6.65,4.09,1,2,4,5143.036182321624
3802,0.38,Very Good,E,SI2,61.6,57.0,4.61,4.65,2.85,2,1,4,746.4415914691199
3803,0.7,Very Good,F,SI1,62.4,56.0,5.64,5.7,3.54,2,1,4,2507.984763995337
3804,1.6,Premium,I,SI1,62.1,58.0,7.51,7.47,4.65,1,2,4,9249.5678468893
3805,1.0,Good,G,SI1,62.2,65.0,6.28,6.22,3.89,2,2,4,3750.4763932029055
3806,0.32,Ideal,E,VS2,62.6,53.0,4.38,4.37,2.74,1,1,3,968.8185137705732
3807,0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,1,1,3,763.1599468487038
3808,1.0,Ideal,F,SI1,62.7,57.0,6.44,6.38,4.02,1,1,4,4763.583708939965
3809,0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,1,2,2,3618.38339613264
3810,0.42,Very Good,E,VS1,62.8,57.8,4.8,4.83,3.03,2,1,3,595.1536257715925
3811,0.9,Very Good,I,SI1,61.8,58.0,6.2,6.26,3.85,2,2,4,3365.5011422981042
3812,0.7,Good,E,SI1,63.6,62.0,5.57,5.6,3.55,2,1,4,2154.471503948509
3813,1.06,Ideal,I,SI1,61.8,55.0,6.54,6.57,4.04,1,2,4,4840.427654972307
3814,0.52,Ideal,G,VVS1,60.7,55.0,5.19,5.29,3.18,1,2,2,1994.4527434633183
3815,0.43,Premium,H,VS1,60.0,59.0,4.86,4.98,2.95,1,2,3,1088.647909899948
3816,0.31,Ideal,E,SI1,60.1,57.0,4.36,4.39,2.63,1,1,4,761.6961663276888
3817,1.0,Fair,E,SI1,57.4,61.0,6.53,6.63,3.78,3,1,4,4685.1198805673985
3818,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.59,4.09,1,1,4,5720.47306355348
3819,1.18,Very Good,E,I1,62.5,58.0,6.62,6.75,4.18,2,1,5,4400.516670675053
3820,1.11,Ideal,I,SI1,61.4,60.0,6.61,6.65,4.07,1,2,4,5071.901126398288
3821,0.31,Very Good,F,VS1,60.9,56.0,4.37,4.38,2.66,2,1,3,816.9602692257395
3822,1.27,Premium,I,VS1,59.5,61.0,7.08,7.04,4.2,1,2,3,7688.370221724024
3823,0.3,Premium,F,VS2,62.2,60.0,4.27,4.22,2.64,1,1,3,763.7427725218004
3824,0.85,Ideal,E,VS1,63.0,57.0,6.08,5.99,3.8,1,1,3,4617.886987532263
3825,0.28,Very Good,G,VS2,62.0,56.0,4.16,4.19,2.59,2,2,3,378.7129851515929
3826,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,1,2,4,349.97295808626586
3827,1.71,Good,I,VS1,63.7,58.0,7.58,7.54,4.81,2,2,3,11750.209842027904
3828,1.06,Premium,H,VS2,62.6,58.0,6.54,6.49,4.08,1,2,3,5780.279411319454
3829,0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76,2,2,2,719.3249943221635
3830,0.75,Very Good,D,VVS2,59.4,59.0,5.88,5.94,3.51,2,1,2,4943.747081489239
3831,1.01,Very Good,H,VS2,61.2,57.0,6.49,6.41,3.95,2,2,3,5194.340967920598
3832,0.36,Ideal,I,VS1,60.5,57.0,4.56,4.59,2.77,1,2,3,796.5680885605216
3833,0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,1,2,3,387.88645449675823
3834,0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83,1,1,4,4288.698602786386
3835,0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91,1,1,3,1124.2664962439085
3836,1.3,Premium,H,SI2,60.4,61.0,7.09,7.04,4.27,1,2,4,6444.255753667323
3837,1.18,Ideal,E,I1,61.6,56.0,6.82,6.79,4.19,1,1,5,4111.427307241684
3838,1.7,Very Good,F,VS2,60.8,60.0,7.65,7.68,4.66,2,1,3,16489.204015102492
3839,0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,2,1,2,2561.561116012017
3840,0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48,1,2,3,202.808520514076
3841,2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97,1,2,4,14462.737238664684
3842,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,2,2,4,5067.001932543586
3843,0.31,Premium,H,SI2,59.5,59.0,4.39,4.45,2.63,1,2,4,364.1422082451427
3844,1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,1,2,4,10246.735216286606
3845,0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97,1,2,3,1075.8360294965169
3846,1.02,Very Good,D,VS2,63.7,55.0,6.42,6.45,4.1,2,1,3,6443.878993848386
3847,1.2,Very Good,E,VS2,60.7,59.0,6.79,6.86,4.14,2,1,3,9180.856713684621
3848,1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0,1,1,3,7102.573831935482
3849,0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75,1,2,4,465.78794117785947
3850,0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09,1,1,3,1566.704945041085
3851,1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,2,1,5,3859.176634845422
3852,1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,1,2,4,10869.53503986273
3853,1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,1,2,3,10223.272065843048
3854,0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,1,2,3,1610.369799150969
3855,0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,1,2,2,520.6367298181267
3856,1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,1,2,3,12129.58256371495
3857,0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,1,1,3,4135.510880651822
3858,1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01,1,1,4,5504.786264270624
3859,0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,2,2,3,3276.356114451748
3860,1.02,Very Good,I,SI2,62.8,56.0,6.42,6.38,4.02,2,2,4,4042.8769722416982
3861,1.25,Ideal,F,VVS1,62.2,56.0,6.89,6.93,4.3,1,1,2,12759.970382838215
3862,0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,1,2,3,443.0720918966508
3863,0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17,1,2,4,1220.3430128459077
3864,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,2,1,2,756.7093731419009
3865,0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,2,2,2,583.6508387596805
3866,0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,1,1,3,1274.4130670435734
3867,1.55,Ideal,E,VVS2,62.5,55.0,7.38,7.4,4.62,1,1,2,17516.04957929567
3868,0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,1,2,4,726.8487737029027
3869,0.77,Very Good,H,VS1,62.2,57.0,5.81,5.86,3.63,2,2,3,3297.683299581877
3870,0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88,2,1,4,3833.83331403836
3871,1.71,Ideal,J,VS1,62.1,55.0,7.73,7.65,4.78,1,2,3,12243.305010641026
3872,1.0,Good,D,SI1,57.6,62.0,6.62,6.5,3.78,2,1,4,4452.023832599443
3873,0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,2,1,4,1284.7112189876425
3874,0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,1,2,3,437.80309680688333
3875,0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,1,2,3,364.9973165733245
3876,1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,3,1,3,11930.9696511354
3877,0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,1,2,3,3968.70304036748
3878,1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1,2,2,4,3829.746271362583
3879,1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,1,1,3,13940.850378913055
3880,2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,2,2,3,15256.426898418715
3881,0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,1,2,3,1646.0752104246312
3882,0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,2,1,4,536.5412184489742
3883,1.04,Ideal,G,VS2,61.9,54.0,6.53,6.56,4.05,1,2,3,5896.39365386487
3884,1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57,1,2,4,8768.181465120291
3885,0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,3,2,3,2281.685345992806
3886,1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6,2,2,4,8084.744569176099
3887,1.1,Premium,E,SI2,60.7,58.0,6.77,6.65,4.07,1,1,4,5608.726962309294
3888,0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,1,1,4,716.3026746988471
3889,0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,2,1,4,2479.012685637612
3890,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,1,1,3,686.6811187351122
3891,0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,1,1,3,773.8394624578723
3892,1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,2,1,3,6337.95531633334
3893,0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27,2,2,4,1212.487174841539
3894,0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,2,1,4,712.0322701122204
3895,0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,1,1,3,1019.2267802157767
3896,0.3,Premium,E,IF,61.9,58.0,4.3,4.26,2.65,1,1,1,977.8752595105034
3897,1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94,1,1,4,4837.112856929947
3898,1.5,Ideal,H,SI1,61.3,57.0,7.38,7.4,4.53,1,2,4,8440.951977595301
3899,0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34,2,1,3,1737.2499468556343
3900,0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,2,2,4,3637.9906993073237
3901,0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,1,2,2,1947.1442083522688
3902,0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,2,1,2,718.2119197162319
3903,0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,2,2,4,1894.3435124986645
3904,1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,2,2,3,12460.04168856076
3905,1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77,3,1,4,4629.382446542563
3906,0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,2,1,3,1155.8173099042178
3907,1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,1,1,3,14411.743884631505
3908,1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,2,2,3,6917.929895916546
3909,0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,2,1,3,550.3424242244728
3910,0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,1,2,3,3138.5459605538344
3911,0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,1,2,3,978.5070744724762
3912,0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,1,1,3,894.6441410443149
3913,0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,2,1,3,864.7519998190546
3914,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,1,2,3,1778.9990180726872
3915,0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,2,2,4,2555.4991399159626
3916,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,1,2,3,2275.0347165501844
3917,0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,1,1,2,1649.3980925809847
3918,0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,2,1,4,1126.1432401285074
3919,0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,1,2,3,528.3566111329928
3920,0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,1,1,4,2755.6898948171947
3921,0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,1,2,4,2183.244627192267
3922,0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,2,1,2,541.9875429067251
3923,0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,1,1,3,1441.6365724286625
3924,1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,1,2,3,10125.68016658918
3925,0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,1,2,3,1233.3984071120703
3926,1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,1,2,3,12427.17192718422
3927,0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,1,1,3,3505.7097832302716
3928,0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,1,1,3,2051.212852624267
3929,1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,2,1,4,6241.201601683475
3930,0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,1,1,3,1340.306836457672
3931,0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,1,2,3,389.40559368449976
3932,2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,1,2,2,21345.615895097908
3933,0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,2,2,4,433.35479787473014
3934,1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,1,2,4,4813.758181899993
3935,1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,1,2,3,11049.64215203794
3936,1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,1,2,4,4139.995311188342
3937,1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,2,2,3,9962.022808054182
3938,0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,1,2,1,2439.813297798368
3939,0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,1,1,2,1466.6986460556473
3940,1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,2,2,3,10034.046269625851
3941,0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,1,1,4,1306.8207530580003
3942,1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,1,1,4,4989.739469175634
3943,0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,2,2,3,347.091067834368
3944,0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,2,1,2,1207.4250869774878
3945,2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,1,2,3,15161.811238904987
3946,0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,1,2,3,3612.0515421673244
3947,0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,2,1,3,1343.650253483349
3948,0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,1,2,2,694.7497164490214
3949,0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,2,2,3,332.9948563537182
3950,0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,1,2,2,4106.346196568886
3951,0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,1,1,3,974.9639475229087
3952,0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,1,2,4,959.064924577975
3953,0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,1,2,4,806.8389360750916
3954,0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,2,2,3,517.2320281765315
3955,0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,1,2,3,1177.2000605481535
3956,1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,2,1,4,4991.0651712033705
3957,0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,2,1,4,188.678193563097
3958,0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,1,1,2,864.4874653578518
3959,0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,1,1,4,1053.7240010846654
3960,0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,1,1,2,439.1249901555784
3961,1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,1,2,4,6468.313558145104
3962,0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,1,1,3,815.744107091763
3963,1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,1,2,4,4320.974539528419
3964,0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,2,1,2,813.5936673582255
3965,0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,2,1,4,4300.610514873195
3966,1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,2,1,3,6592.110020139906
3967,0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,2,1,2,1550.2091478498623
3968,0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,1,1,4,2752.817396350143
3969,0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,1,2,2,1194.6922799059557
3970,1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,2,1,2,8648.343084313412
3971,0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,2,1,1,3869.821093296565
3972,0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,2,1,3,688.2461841456607
3973,1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,2,1,4,5135.3942621214555
3974,0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,1,1,4,2843.5018050398176
3975,0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,2,1,4,1299.2631955531142
3976,0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,2,1,4,4017.8834739829654
3977,0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,2,2,4,759.1485994583127
3978,1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,3,1,4,4136.074647442864
3979,1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,1,2,4,4315.234183034947
3980,1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,2,2,3,5083.882232229478
3981,0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,2,2,3,199.25910942131486
3982,0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,1,1,4,783.9574640946666
3983,1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,1,2,2,6709.583488199582
3984,0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,2,1,4,2475.2001501971736
3985,0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,1,2,2,787.9171812530603
3986,0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,1,2,4,1038.9271041705251
3987,0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,1,1,4,482.8580331341218
3988,0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,1,2,3,3098.9030736749737
3989,0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,1,2,3,1609.2422885957785
3990,0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,1,2,2,1051.5690952592286
3991,0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,1,2,3,662.4980922742507
3992,0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,1,2,2,598.4790371781037
