,event_name,date,description,line_up,event_link,place,city,park_name,park_link,park_latitude,park_longitude,attracion_link,event_latitude,event_longitude
991,Coastal Haze NYC,2/17/2020,"Coastal Haze, London label, mix series and party starters, hop over the pond for an intimate label showcase at Jupiter Disco, Brooklyn, New York. OMMA, Buddy Love, Hollick and friends of the label play left field house and hits from the beyond. /  / If you're a fan of the likes of Aquarium, Ciel, D. Tiffany, Mic Mills, Pacific Coliseum or Seb Wildblood - this is your jam. /  / Free Entry, 21+ / 1237 Flushing Ave / Brooklyn, New York / www.coastalhaze.com","Buddy Love, Hollick, OMMA",https://www.residentadvisor.net/events/1390973,Jupiter Disco,new york,Vogel Flat Picnic Site,https://www.rei.com/campgrounds/camp/115201893/vogel-flat-picnic-site,34.2881,-118.2271,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7081511', '-73.9235714'
992,The Office presents: Shhh Music By: Alan Epps (FL) b2b Tocayo (ATL),2/17/2020,"Static always keeps it underground, so when Sunday ends we come alive Monday mornings for the industry people, to let loose and listen to SOME SERIOUS underground music with A great artist, great vibe and dope venue! /  / 1 artist open - close. /  / 3:30am-? /  / For Static membership/location contact: [email protected] or text 9176504124 /  / Go Static!",Alan Epps (FL) b2b Tocayo,https://www.residentadvisor.net/events/1374591,TBA - New York,new york,Angeles National Forest Supervisor's Office,https://www.rei.com/campgrounds/camp/115210435/angeles-national-forest-supervisors-office,34.1481,-118.0338,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,,
993,Cut-Line Showcase // Miami Moxie,2/18/2020,"February got you in a FUNK??? Don't fret, we are bringing the Miami 🔥🔥🔥 to Brooklyn for our next edition. Our resident love machine: Jeremy Ismael has been wintering back in Miami with our ATV records fam, and is coming home to Brooklyn on February 18th alongside a very special guest - Miami Maven: ALAN EPPS of Do Not Sit on the Furniture!  /  / Alan & Jeremy are the original residents of the Love Burn camp - Cymatica, and are lauded for their annual B2B sets on the Cymatica Bus 🚌. Both artists play across multi-genres and have vast libraries of music and vinyl-only edits from reknown labels and artists, which they blend into their personal style, and toss in a whole lot of passion and energy. This journey is not to be missed as the duo reunites for an incredible extended B2B at our home base TBA!  /  / Cut-Line is a name synonymous with a vibe... a love for life, friendship, laughter, and most of all music! Our philosophy is simple: Deep-Cuts/Fat Basslines/Homie Vibes! Please join us in celebration as we commence each month to scrub that floor honey!  /  / *NO COVER  / **COMPLIMENTARY 🍕🍕🍕 / *** 2for1 DRINKS til 10pm  /  / #SCRUBTHAFLO","Jeremy Ismael, Alan Epps",https://www.residentadvisor.net/events/1385741,TBA Brooklyn,new york,Inspiration Point Interpretive Site,https://www.rei.com/campgrounds/camp/115201871/inspiration-point-interpretive-site,34.2215,-118.1094,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7111547', '-73.9664122'
994,Rebelle // P,2/18/2020,"☯REBELLE☯ /  / ☯ Come be your fabulous, unique self! Doesn't matter what you look like, where you're from, what you do: you are WELCOME at REBELLE ☯ /  / :TEAM: / ☯ Patricia Baloge // https://soundcloud.com/patriciabaloge / ☯☯ DANAE // https://soundcloud.com/danaedigital /  / ☯We have a zero-tolerance policy towards sexual harassment and/or intimidation of any kind☯","DANAE, Patricia Baloge",https://www.residentadvisor.net/events/1388744,"ricia Baloge, DANAE",new york,Wildwood Picnic Site,https://www.rei.com/campgrounds/camp/115201894/wildwood-picnic-site,34.2944,-118.2407,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7081511', '-73.9235714'
995,The Lot Radio presents: Eli Keszler (solo),2/18/2020,"The Lot Radio presents: / Eli Keszler @ National Sawdust  / Feb18th 2020 /  / Eli Keszler is a New York based artist, composer and percussionist, and frequent Laurel Halo/Oneohtrix Point Never collaborator. / Eli contributed percussion and drums to Daniel Lopatin's original score for the Safdie Brother's highly acclaimed film ""Uncut Gems"". The soundtrack is out via Warp Records. /  / Keszler’s music, installations, and visual work have appeared at the Whitney Museum, Lincoln Center, MIT List Center, 67 Ludlow, Victoria & Albert Museum, Sculpture Center, The Kitchen, South London Gallery, Hessel Museum, Harvard's Carpenter Center for the Visual Arts, Luma-Foundation, Barbican-St. Lukes, Walker Art Center, LAX Art, and MoMA PS1.  /  / He has released solo records for Shelter Press, Empty Editions, ESP-DISK', PAN and REL Records. As a composer, Keszler's commissions include: the Icelandic Symphony Orchestra, ICE Ensemble, Brooklyn String Orchestra, and So Percussion. Keszler has collaborated with Oneohtrix Point Never, Laurel Halo, Kevin Beasley, Rashad Becker, Laure Prouvost, and David Grubbs among others.",Eli Keszler,https://www.residentadvisor.net/events/1369948,N,new york,The Pines Picnic Site - Closed,https://www.rei.com/campgrounds/camp/115201860/the-pines-picnic-site-closed,34.2729,-118.1603,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7189664', '-73.9612431'
996,Cipher,2/18/2020,"Cipher is dedicated to cultivating and promoting deep, psychedelic techno with absorbing soundscapes and vital rhythms designed to invite altered states of consciousness.","IWAAD, Wave Reset, Savaughn, 0.001",https://www.residentadvisor.net/events/1387233,Bossa Nova Civic Club,new york,Clear Creek Information Station,https://www.rei.com/campgrounds/camp/115201866/clear-creek-information-station,34.27,-118.1532,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.69797655', '-73.9279600167073'
997,Inside - Electronic Music Show,2/18/2020,A tour of the sound of inside radio show by its creator Carlos Alcañiz. / Deep sounds that will come into your head to stay.,Carlos Alcañiz - @carlosalcamusic,https://www.residentadvisor.net/events/1381753,Wonderville,new york,Nino Picnic Site,https://www.rei.com/campgrounds/camp/115201858/nino-picnic-site,34.2264,-118.1799,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.6924111', '-73.9275164'
998,Feel Real Skys The Limit,2/18/2020,"An artist bound by no genre, but rather feelings of liberation and joy, DJ Disciple creates music that is truly universal. It’s a night of deep grooves so tasty & delicious, THE SKYS THE LIMIT! We believe the electronic scene is so much more than just music, its an experience, a philosophy, a journey. / Feel Real @ Rumpus Room is one of the best underground spots for house music. As always we pride our parties on making sure the vibe is right. Hosted by Fred Milan and Veronica Promotions, we leave the ego aside...and we create a community based on the love for music and respect for each other. Come feel good with us as we enter into the early stage of spring in the enchanted city of New York.",DJ Disciple,https://www.residentadvisor.net/events/1388375,Rumpus Room,new york,Paul Little Picnic Site,https://www.rei.com/campgrounds/camp/115201859/paul-little-picnic-site,34.2296,-118.1769,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7229451', '-73.9896209'
999,Cool Runnings with Mawkus,2/18/2020,"It's time for another edition of Cool Runnings: the best Tuesday night party at a delicious Chinese restaurant in Brooklyn! It's always a lovely time & proper family affair as we hang out, enjoy some dumplings & great music.  / This week's guest is Brooklyn's own Mawkus. Co-leading the New York arm of Singapore-based label collective Darker Than Wax, Mawkus co-hosts and produces the weekly radio show, Darker Than Wax FM, on Brooklyn’s The Lot Radio and a monthly radio show, We Move, that’s produced at Red Bull Arts New York. / He currently is a part of NY-based Building Beats teaching underserved youth entrepreneurial and life skills through music production and DJ’ing. / This Tuesday Mawkus & our resident/host Tommy Castro will be sharing their musical goodies all night long. We get started around 7pm & continue until ""crazy late"". Come early, come late. The kitchen serves full menu 'till close. Love saves the day. xx","Tommy Castro , Mawkus",https://www.residentadvisor.net/events/1392163,Wei's,new york,Los Angeles Gateway District,https://www.rei.com/campgrounds/camp/115201820/los-angeles-gateway-district,34.2941,-118.3616,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7108375', '-73.9538869'
1000,Low Profile Tuesdays,2/18/2020,"Qool Marv plays eclectic, soulful and sensual music to members and their friends.",Qool DJ Marv,https://www.residentadvisor.net/events/1391118,Soho House,new york,Delta Flat Day Use Site,https://www.rei.com/campgrounds/camp/115205649/delta-flat-day-use-site,34.3034,-118.2596,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7414956', '-74.0050584'
1001,"Perk NYC: Jadalareign, Niara Sterling",2/19/2020,"Dance. Play. Move. Groove. /  / P L A Y G R O U ND is a new monthly midweek soiree brought to you by PERK Soundsystem! /  / Featuring a dance-focused soundtrack boasting soulful selections of disco, house and club with infusions of diasporic rhythms. /  / : : : ABOUT PERK : : : /  / PERK is a club night created by Niara Sterling and JADALAREIGN that fosters an inclusive, safe haven for movement, expression and individuality. PERK features carefully curated lineups of the most exciting DJs and rising musicians, offering an eclectic dance-focused soundtrack with selections of House, Funk, Soul, and Disco plus sprinkles of Hip-hop and Afro Caribbean flavor! Follow along at @perknyc. /  / 21+ /  / Subscribe to our email list for first access to events & tickets: bit.ly/YESEMAILS /  / ::::::: SAFER SPACES POLICY ::::::: /  / House of Yes is a space for everyone to feel welcome. We have a zero tolerance policy for harassment, unwanted touch, homophobic, transphobic, racist, sexist, ableist, or ageist behavior. Always ASK before touching anyone at our events. If someone is making you uncomfortable or harassing you, please come speak to a security guard or ask for a manager. We will believe you, and we will help. All restrooms in our venue are gender neutral. Everyone is free to use the restroom that best fits their gender identity or expression. All entrances and spaces within the venue are single-level. There are stairs leading to the upper portions of the stage, for those who wish to dance in the spotlight. Strobe lights are used during performances and parties. Questions about our consent policy or procedures? Email [email protected]","JADALAREIGN, Niara Sterling",https://www.residentadvisor.net/events/1379253,House Of Yes,new york,Wildwood Picnic Site,https://www.rei.com/campgrounds/camp/115201894/wildwood-picnic-site,34.2944,-118.2407,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7007903', '-73.91255985'
1002,Spontaneous Affinity Release Party,2/19/2020,"Celebrating the release of Spontaneous Affinity's second annual zine, ""When The Rave Is Not Enough"", and first ever compilation, the two-part ""For The Rave / When The Rave Is Not Enough"". /  / The zine is sold out online, so the release party might be your only chance to grab one. Zines are $15 and all proceeds are donated to Critical Resistance to fight the prison industrial complex. /  / Compilation is also available on Bandcamp: / https://spontaneousaffinity.bandcamp.com/album/spnt001-for-the-rave-when-the-rave-is-not-enough /  / Lineup in order of appearance: / Taylor Bratches / Moral Extrication / DJ Wawa / Olive T / Furtive / Kenya Kanazawa /  / hosted by Lychee","Taylor Bratches, Moral Extrication, DJ Wawa, Olive T., Furtive, Kenya Kanazawa, hosted by Lychee",https://www.residentadvisor.net/events/1387697,Bossa Nova Civic Club,new york,Stonyvale Picnic Site,https://www.rei.com/campgrounds/camp/115201892/stonyvale-picnic-site,34.2849,-118.2236,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.69797655', '-73.9279600167073'
1003,Wednesday Films: Dead Man,2/19/2020,"Each Wednesday night we screen a music film, playing the audio through our very nice sound system. Diner by the Izakaya serves up hot ramen, and we've got high quality beers from the likes of Hudson Valley Brewing and Evil Twin at the bar. A little about the week's film: /  / Jim Jarmusch is one of America’s leading independent filmmakers, and his movies are often distinguished by their sharp contemporary scores. In this revisionist existential Western, he uses the plangent sounds of Neil Young’s solo electric and acoustic guitars to sublime effect. Young’s expressive music accompanies a wounded William Blake (Johnny Depp) as he is guided further into a wet and forested wilderness by a mysterious Indigenous man, Nobody (Garry Farmer). Unusual, haunting and mesmerizing, ""Dead Man"" is a both a film and sound piece about transcendence. /  / → → SAFER SPACE ← ← /  / In an effort to create a space where all people feel safe, violence, non-consensual touching, racist, homophobic, transphobic, sexist, ageist or other discriminatory language, and leering are not allowed within our walls or in our back yard. /  / If someone says or does anything to make you feel uncomfortable while you’re here, let us know. All our safer space monitors (look for the red armbands on the dance floor), bartenders, security, managers, sound staff and door staff can help you.",Dead Man,https://www.residentadvisor.net/events/1373671,Nowadays,new york,Vogel Flat Picnic Site,https://www.rei.com/campgrounds/camp/115201893/vogel-flat-picnic-site,34.2881,-118.2271,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.6928669', '-73.9016974'
